product_id,product_title,rating,total_reviews,price,top_reviews
itmcc210cae43fba,"Apple iPhone 16 (Ultramarine, 128 GB)",4.6,793,"₹51,999","5 Great product Loved it READ MORE Aryan Kumar Certified Buyer , Ranchi 6 months ago 69 8 Permalink Report Abuse || 5 Mind-blowing purchase Super and cool photo READ MORE Flipkart Customer Certified Buyer , Uttara Kannada District 7 months ago 528 109 Permalink Report Abuse"
